cellsR,Acta2,Adamtsl2,Adgre1,Adgrg6,Atp6v0d2,Axl,C5ar1,Ccr2,Ccr7,Cd14,Cd19,Cd207,Cd209a,Cd36,Cd3e,Cd5l,Cd79a,Cd9,Chil3,Clec10a,Clec4f,Clec9a,Clic5,Col1a1,Colec11,Cox6a2,Cx3cr1,Cxcl12,Cyp2e1,Dcn,Des,Dpt,Epcam,F13a1,Fcgr1,Flt3,Flt4,Fn1,Folr2,Gdf15,Ghr,Gja5,Gls2,Glul,Gpnmb,Grip1,Hal,Hgf,Igfbp3,Itgae,Itgax,Itgb7,Krt19,Lgr5,Lhx6,Lilra5,Lpl,Lyve1,Mafb,Marco,Mfap4,Mgl2,Mmp12,Mmrn1,Ms4a7,Msln,Myh11,Ncam1,Ngfr,Nrxn1,Olfml3,Pck1,Pdgfra,Pdgfrb,Pecam1,Plpp1,Prox1,Reln,Rspo3,Sds,Sept3,Siglech,Sirpa,Slc40a1,Sox9,Spn,Spon2,Spp1,Stab2,Svep1,Timd4,Tmem119,Trem2,Upk3b,Vsig4,Vwf,Wnt2,Wnt9b,Wt1,Xcr1,X,Y
4017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,54,0,1,16,0,7,2,0,0,15,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,228,0,0,7,0,6,0,0,15,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,10182.655826558266,5428.265582655827
4018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,304,0,0,0,0,0,0,0,5,76,0,0,22,0,4,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,138,0,0,3,0,8,1,0,4,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,131.29188255613127,5442.027633851468
4019,136,1,3,0,0,11,1,1,0,0,0,0,0,1,0,1,0,6,0,0,4,0,0,23,3,0,2,0,1,7,2,46,0,0,0,0,0,12,0,2,1,1,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,5,0,0,0,0,0,75,0,2,0,0,3,0,1,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,4,0,0,0,1,2384.2479564032697,5432.4223433242505
4020,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,9,0,4,0,0,1,1,0,1,0,0,0,4,0,0,0,0,0,0,0,0,3,136,0,1,30,0,12,1,0,0,43,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,5,0,0,389,0,0,1,1,11,0,0,42,0,0,0,5,2,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,10047.964936886396,5439.5960729312765
4021,23,5,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,18,0,0,0,1,0,20,4,28,0,0,0,0,9,2,0,2,2,0,0,1,0,0,0,0,40,0,0,0,0,0,0,0,2,10,0,0,4,0,0,6,0,0,27,1,3,0,0,0,0,4,2,2,2,3,0,0,0,0,3,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1500.4170212765957,5424.408510638298
4022,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,6,1,0,0,0,1,1,6,0,0,3,0,2,0,0,0,1,0,0,4,221,0,4,49,0,43,6,0,0,83,3,0,0,0,0,0,0,0,0,0,0,8,0,0,0,2,0,0,0,1,0,1,1,0,755,0,0,5,0,12,1,0,36,0,0,0,26,8,0,0,0,6,0,0,0,0,0,0,2,0,0,0,0,2990.668453292496,5430.035222052067
4023,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,114,0,3,15,0,14,1,0,0,21,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,13,1,0,155,0,0,0,0,4,0,0,24,0,0,0,16,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3399.595,5440.8225
4024,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,1,448,0,0,0,0,0,0,0,4,153,0,1,48,0,2,7,0,0,8,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,8,0,0,147,0,0,0,1,14,0,0,0,0,0,1,2,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,4673.273573923167,5440.11641443539
4025,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,10,0,2,0,0,2,0,0,0,3,0,0,2,77,3,0,0,0,0,0,0,0,134,0,0,25,0,8,1,0,0,19,0,1,0,0,0,0,0,0,0,1,0,1,4,0,0,2,0,0,0,0,0,6,0,0,187,0,0,1,0,9,0,0,17,1,0,0,2,1,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,6001.412547528517,5457.634980988593
4026,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,5,0,0,2,0,0,4,1,0,0,0,0,6,1,0,0,0,0,0,0,95,0,0,13,0,19,1,0,0,32,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,2,0,0,269,0,1,0,0,6,1,0,21,0,0,2,6,2,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,3294.339805825243,5425.689320388349
4027,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,111,0,3,16,0,9,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,313,0,0,0,0,5,0,0,16,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3903.1254826254826,5474.444015444015
4028,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,12,1,2,0,1,11,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,38,0,1,11,0,5,1,0,0,10,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,1,0,3,1,0,71,0,0,1,3,3,0,0,10,0,0,4,29,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,5761.278008298756,5456.398340248963
4029,0,0,3,0,1,15,1,0,0,0,0,0,0,2,0,13,0,0,0,0,36,1,0,0,2,0,0,0,414,8,0,0,0,0,0,0,1,38,0,0,22,0,4,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,5,0,0,95,0,0,1,0,3,3,0,0,0,0,7,7,0,0,0,0,1,0,1,0,0,0,4,0,0,0,0,0,6321.649928263989,5439.703012912482
4030,0,0,11,0,0,11,3,0,0,0,0,0,0,5,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,3,1,28,0,2,0,0,15,77,0,0,15,0,8,11,0,0,12,0,2,0,0,0,0,0,0,0,0,4,3,0,2,3,0,0,0,0,0,0,0,0,0,109,0,0,4,0,7,1,0,8,0,1,17,13,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2608.294573643411,5431.483204134367
4031,0,0,0,10,0,0,0,0,0,0,0,0,0,36,0,0,0,17,0,0,0,1,0,1,2,0,0,3,0,6,0,0,0,0,0,0,3,127,0,1,29,5,24,10,0,0,35,3,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,401,0,0,24,2,8,0,0,56,0,0,2,9,2,0,2,2,11,0,0,0,0,0,0,12,0,0,0,0,2821.771226415094,5466.241745283019
4032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,605,0,0,0,0,0,0,0,3,60,0,4,24,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,12,0,0,135,0,0,13,8,4,0,0,0,0,0,2,2,0,0,1,0,24,0,0,0,0,0,0,0,1,0,0,0,7076.205298013245,5426.171081677704
4033,0,0,0,0,3,2,0,0,0,0,0,2,0,2,0,4,0,0,0,0,12,0,0,0,2,0,0,2,83,1,0,0,0,0,0,0,1,63,0,10,26,0,5,2,0,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,11,0,0,63,0,0,0,0,9,0,0,2,0,0,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,459.0987654320988,5437.978395061728
4034,23,9,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,3,0,91,1,0,4,0,0,13,1,28,0,0,0,0,1,12,0,0,8,0,2,1,0,0,3,0,5,0,0,3,0,0,0,0,0,0,1,0,2,0,0,0,0,0,17,1,1,0,0,14,2,5,2,0,2,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2472.9469696969695,5434.125
4035,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,3,194,1,2,0,0,0,0,0,0,38,0,0,17,0,1,1,0,0,5,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,5,0,0,36,0,0,2,5,3,2,0,2,0,0,0,2,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,59.93529411764706,5469.205882352941
4036,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,2,74,0,0,8,0,3,0,0,0,15,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6,0,0,209,0,0,0,0,3,0,0,26,0,0,2,9,6,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,3661.478802992519,5467.324189526184
4037,0,0,0,0,1,6,1,0,0,0,0,1,0,0,0,13,0,3,0,0,12,0,0,0,3,0,0,1,365,4,0,0,0,0,0,0,6,58,0,0,45,0,1,4,0,0,5,0,1,0,0,1,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,5,0,0,78,0,0,8,15,8,0,0,0,0,0,8,2,0,0,0,0,28,0,1,0,0,0,0,0,0,0,0,0,5055.770682148041,5503.465892597968
4038,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,771,5,0,0,0,0,0,0,12,18,0,4,21,0,0,138,0,0,0,4,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,15,1,0,40,0,0,6,5,4,0,1,0,0,0,2,0,0,0,0,0,19,0,0,0,0,0,0,0,0,1,0,0,6831.337057728119,5482.382681564246
4039,0,0,0,0,0,2,0,0,2,0,8,0,0,2,0,12,5,1,0,1,12,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,30,0,1,10,0,9,2,0,0,14,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,7,0,0,56,0,0,7,0,0,0,0,23,0,0,2,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,9631.774193548386,5475.428571428572
4040,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,22,0,0,0,0,1,0,0,1,0,0,2,1,2,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,3330.133333333333,5461.6
4041,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,0,0,4,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,3,140,0,2,27,0,14,0,0,0,42,0,0,0,0,0,0,1,0,1,0,0,6,1,0,0,4,0,0,0,0,0,9,0,0,306,0,0,0,0,19,0,0,30,0,0,3,5,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,4150.787974683544,5455.387658227848
4042,0,0,0,0,0,3,0,0,61,0,0,0,0,1,0,6,0,1,0,0,6,0,0,1,7,0,0,2,84,10,0,0,0,0,0,1,2,36,0,0,12,0,5,1,0,0,5,0,6,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,10,0,0,33,0,0,0,0,4,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,5313.193548387097,5473.635483870968
4043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,22,0,0,0,0,0,0,1,21,0,0,11,0,1,1,0,0,5,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,62,0,1,0,1,1,1,0,4,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10243.711409395974,5474.597315436242
4044,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,36,0,2,7,0,4,1,0,0,7,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,4,0,0,52,0,0,6,1,4,0,0,0,0,0,2,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,10328.286666666667,5475.393333333333
4045,171,0,0,1,0,21,0,0,0,0,0,0,0,5,0,0,0,8,0,0,0,0,0,33,28,0,0,0,0,11,18,25,0,0,0,0,3,21,0,2,0,11,0,4,0,0,0,0,11,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,136,1,0,0,0,0,1,5,22,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,0,41,0,0,0,0,1573.4230118443315,5459.392554991539
4046,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,7,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,86,0,0,14,0,7,0,0,0,10,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,272,0,0,0,1,6,0,0,10,0,0,1,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4246.4501160092805,5471.429234338747
4047,0,0,0,0,0,2,0,0,0,0,0,2,0,4,0,8,0,3,0,0,9,1,0,0,6,0,1,2,91,8,0,0,0,0,0,0,6,35,0,4,14,0,2,4,0,0,6,2,2,0,0,0,0,0,0,0,2,5,1,0,0,0,0,0,0,0,0,0,11,0,0,17,0,0,11,8,3,4,0,0,0,0,6,5,0,0,0,0,21,0,0,0,0,0,1,0,2,0,0,0,7251.3236245954695,5484.26860841424
4048,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,3,0,0,1,457,7,1,0,0,0,0,0,1,142,0,1,69,0,28,5,0,0,27,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,12,0,0,255,0,0,3,0,14,0,0,3,0,0,1,11,2,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,7906.913125590179,5510.795089707271
4049,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,18,0,0,3,68,19,0,0,0,0,0,0,3,71,0,1,26,0,6,0,0,0,6,10,13,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,2,0,104,4,2,2,0,3,6,0,1,0,0,4,4,1,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,8457.33164556962,5470.6860759493675
4050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,6,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,2,0,0,6,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10698.04705882353,5475.282352941176
4051,0,0,0,4,1,0,0,0,0,0,0,0,0,38,0,0,0,9,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,5,115,0,1,33,0,31,6,0,0,47,1,1,0,9,2,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,7,0,0,339,0,0,13,2,11,0,0,32,0,29,6,5,1,3,0,0,24,0,0,0,0,0,0,4,0,0,0,0,3076.416560509554,5474.304458598726
4052,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,22,0,0,13,0,12,3,0,0,6,1,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,10,0,0,56,0,0,9,4,2,0,0,9,0,0,2,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,5658.34554973822,5473.65445026178
4053,0,8,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,5,0,45,2,3,0,0,0,14,0,11,0,0,0,0,4,16,0,2,1,0,2,0,0,0,8,0,25,0,0,3,0,0,0,0,4,2,1,0,1,0,0,2,0,0,0,2,1,0,0,24,1,2,7,1,2,2,0,3,0,33,4,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1248.972,5483.888
4054,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,1,1,0,0,1,2,0,0,6,0,0,2,722,30,1,0,0,0,0,0,1,113,0,1,35,0,7,5,0,0,1,1,0,0,0,0,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,5,0,0,259,0,0,1,2,18,2,1,0,0,0,0,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4946.263754045307,5524.17718446602
4055,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,3,0,2,0,0,1,0,0,0,5,0,0,2,90,0,0,0,0,0,0,0,1,99,0,0,23,0,6,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,1,0,13,0,0,173,0,0,4,0,10,0,0,16,0,0,0,6,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,5571.577002053388,5490.398357289528
4056,0,0,1,0,1,7,0,0,0,0,0,3,0,1,0,20,0,0,0,0,13,1,0,0,5,0,0,1,368,13,0,0,0,0,0,0,0,41,1,1,28,0,2,3,0,0,0,1,0,0,0,0,0,0,0,1,1,1,3,0,0,0,1,0,0,0,0,0,10,1,0,121,0,0,3,1,10,2,1,0,0,0,0,8,0,0,1,0,1,0,0,0,0,0,5,0,0,0,0,0,7161.299120234604,5481.170087976539
4057,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,2,167,3,0,0,0,0,0,0,0,91,0,2,16,0,8,0,0,0,15,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,0,0,0,0,0,9,1,0,116,0,1,1,0,13,0,0,7,1,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5385.094420600858,5479.0364806866955
4058,0,0,8,0,0,6,0,0,0,0,0,0,0,1,0,16,0,3,0,0,62,0,0,0,2,0,0,0,88,5,0,0,0,0,0,0,0,44,0,0,10,0,2,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,62,0,0,2,1,6,0,0,0,0,0,10,9,3,0,3,0,0,0,0,0,0,0,6,0,2,0,0,0,8958.50279329609,5472.516759776537
4059,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,2,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,73,0,3,27,0,13,1,0,0,24,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,12,0,0,272,0,0,0,1,21,0,0,22,0,0,0,3,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,9361.728744939272,5503.103238866397
4060,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,4,0,0,0,666,3,0,0,0,0,0,0,1,44,0,0,27,0,0,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,1,0,89,0,0,2,0,3,0,0,0,0,0,1,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,6509.645422943221,5468.650057937428
4061,0,0,0,0,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,619,7,0,0,0,0,0,0,0,12,0,0,15,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,40,0,0,4,0,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,6648.247741935484,5518.299354838709
4062,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,1,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,128,0,0,26,0,9,3,0,0,22,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,11,1,0,261,0,0,2,0,4,0,0,24,0,0,2,4,1,0,0,0,2,0,0,0,0,0,3,1,0,0,0,1,10614.588461538462,5481.321153846154
4063,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,0,4,32,0,14,1,0,0,37,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,3,0,0,450,0,0,0,0,10,0,0,29,0,0,0,9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1131.22119205298,5518.173509933775
4064,0,0,2,0,1,2,0,0,0,0,0,0,0,5,0,8,0,2,0,0,3,0,0,0,14,0,0,6,0,19,2,0,0,0,0,0,0,84,0,5,29,0,13,5,0,0,18,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,4,0,0,263,0,0,2,5,9,1,0,28,0,0,3,10,1,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,9749.499118165784,5480.555555555556
4065,1,0,4,0,0,3,2,1,0,0,0,0,0,0,11,0,0,6,1,0,0,0,1,6,0,0,0,0,0,7,0,43,0,1,1,0,11,65,0,0,14,0,7,4,1,0,7,0,4,0,0,1,0,0,0,0,2,4,1,0,1,2,0,4,0,0,0,0,0,0,0,158,0,0,3,1,8,3,0,4,0,0,1,11,2,5,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2647.990361445783,5501.098795180723
4066,0,0,0,0,0,1,0,1,0,0,0,0,0,6,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,15,92,0,3,26,0,15,3,0,0,32,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,1,0,161,0,0,9,2,4,0,0,18,0,0,1,11,1,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,4001.583514099783,5502.976138828633
4067,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,1,0,0,0,2,24,0,0,0,0,0,0,0,12,123,0,4,38,0,9,3,0,0,28,2,0,0,0,0,0,0,0,0,0,4,2,0,0,0,2,0,0,0,0,0,8,0,0,254,0,0,17,6,12,0,0,36,0,0,3,6,2,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,9268.677215189873,5536.379746835443
4068,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,274,0,0,0,0,0,0,0,1,66,0,4,29,0,3,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,7,0,0,77,0,0,2,1,5,0,0,0,1,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,386.00613496932516,5521.740286298568
4069,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,123,0,0,0,0,0,0,0,0,111,0,2,26,0,15,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,13,0,0,180,0,0,1,0,7,0,0,15,1,0,0,6,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,484.89210019267824,5530.493256262042
4070,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,120,0,0,20,1,12,1,0,0,44,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,2,0,0,183,0,0,0,1,7,0,0,32,0,0,0,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3492.464125560538,5509.307174887892
4071,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4,0,0,6,209,5,0,0,0,0,0,0,7,249,0,0,66,0,30,6,0,0,68,0,1,0,0,0,0,0,0,0,0,1,4,0,0,0,2,0,0,0,0,0,20,0,0,386,0,0,1,0,13,0,0,28,0,0,0,1,2,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,7485.822003577818,5529.788908765653
4072,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,190,4,0,0,0,0,0,0,1,67,0,1,21,0,7,1,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,43,0,0,1,0,5,1,0,4,0,0,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,29.888283378746593,5555.051771117166
4073,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,442,0,0,0,0,0,0,0,2,26,0,4,18,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,7,0,0,120,0,0,1,0,12,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,7004.925465838509,5509.416149068323
4074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,2,201,0,4,51,0,13,3,0,0,40,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,14,0,0,309,0,0,3,0,9,0,0,55,0,0,0,10,2,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,9569.453678474114,5518.848773841962
4075,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,1,1,0,0,1,0,0,0,12,7,1,0,0,0,15,0,5,6,0,4,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,40,0,0,1,1,7,0,0,4,0,0,5,1,13,0,0,144,0,0,0,1,0,0,0,0,0,0,0,0,3345.6164383561645,5524.04794520548
4076,0,10,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,3,1,0,0,0,0,18,0,2,7,0,0,1,0,0,3,0,9,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,28,0,1,0,0,2,0,0,3,0,0,1,2,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,3587.35,5502.375
4077,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,2,0,2,0,0,1,0,0,0,11,0,0,0,72,21,0,0,0,0,0,0,2,73,0,2,21,0,12,0,0,0,15,2,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,87,1,2,1,0,1,8,0,4,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,4517.661971830986,5527.242253521127
